apk_Name,apk_size,apk_type,app_icon,app_introduce,app_name,app_version,developer,download_count,download_url,star,update_time
,39.5M,视频,https://pp.myapp.com/ma_icon/0/icon_42256978_1588135763/96,,抖音火山版(原火山小视频),V9.0.5,北京微播视界科技有限公司,4.8亿下载,https://imtt.dd.qq.com/16891/apk/D160FCF6B0BE1032182EED4644DBB3E6.apk?fsname=com.ss.android.ugc.live_9.0.5_905.apk&csr=1bbd,4.4分,
,30.83M,视频,https://pp.myapp.com/ma_icon/0/icon_119577_1588142618/96,,爱奇艺随刻版,V9.15.5,北京爱奇艺科技有限公司,2.2亿下载,https://imtt.dd.qq.com/16891/apk/6E36A5C909C8AC1C452FCF01E29F2611.apk?fsname=tv.pps.mobile_9.15.5_81098.apk&csr=1bbd,4分,
,66.99M,视频,https://pp.myapp.com/ma_icon/0/icon_42240516_1588065611/96,,企鹅电竞,V5.7.0.480,腾讯公司,8189万下载,https://imtt.dd.qq.com/16891/apk/209B0A94C5EEE707B0C290E3E9335A83.apk?fsname=com.tencent.qgame_5.7.0.480_480.apk&csr=1bbd,4.3分,
,86.92M,视频,https://pp.myapp.com/ma_icon/0/icon_6315_1588153491/96,,乐视视频,V9.19,乐视网信息技术（北京）股份有限公司,4.3亿下载,https://imtt.dd.qq.com/16891/apk/E59DAC609B25B0D7D12252CAA6C9C9F1.apk?fsname=com.letv.android.client_9.19_630.apk&csr=1bbd,4.2分,
,63.4M,视频,https://pp.myapp.com/ma_icon/0/icon_9652_1588062588/96,,YY,V7.31.0,广州欢聚时代信息科技有限公司,1.7亿下载,https://imtt.dd.qq.com/16891/apk/DDFE3E41502113729347A88B84653AE9.apk?fsname=com.duowan.mobile_7.31.0_88640.apk&csr=1bbd,4.6分,
,18.65M,视频,https://pp.myapp.com/ma_icon/0/icon_42294302_1588066490/96,,西瓜视频,V4.4.6,运城市阳光文化传媒有限公司,9.0亿下载,https://imtt.dd.qq.com/16891/apk/1FA8F2D713A8B81E6C83E0F84951CD1A.apk?fsname=com.ss.android.article.video_4.4.6_446.apk&csr=1bbd,4.8分,
,81.49M,视频,https://pp.myapp.com/ma_icon/0/icon_42350811_1588929874/96,,抖音短视频,V11.0.0,北京微播视界科技有限公司,6.1亿下载,https://imtt.dd.qq.com/16891/apk/99FCE21878A24C83F8C43F63C43451D1.apk?fsname=com.ss.android.ugc.aweme_11.0.0_110001.apk&csr=1bbd,4.3分,
,79.68M,视频,https://pp.myapp.com/ma_icon/0/icon_10261931_1588938651/96,,微视-短视频创作与分享,V6.8.1.588,腾讯公司,3.0亿下载,https://imtt.dd.qq.com/16891/apk/58CAA6F99A84CFE2F2F48D7BD492F034.apk?fsname=com.tencent.weishi_6.8.1.588_681.apk&csr=1bbd,4.2分,
,35.59M,视频,https://pp.myapp.com/ma_icon/0/icon_7720_1587978264/96,,爱奇艺,V11.4.5,北京爱奇艺科技有限公司,26亿下载,https://imtt.dd.qq.com/16891/apk/A9E154441A48004FDFAB8E047A84C557.apk?fsname=com.qiyi.video_11.4.5_800110455.apk&csr=1bbd,3.9分,
,98.28M,视频,https://pp.myapp.com/ma_icon/0/icon_10197_1588836496/96,,优酷视频,V8.6.10,北京优酷科技有限公司,19亿下载,https://imtt.dd.qq.com/16891/apk/3FAFAB4A599CE6ACCA5BE69A6F105CB5.apk?fsname=com.youku.phone_8.6.10_227.apk&csr=1bbd,4.2分,
,61.8M,视频,https://pp.myapp.com/ma_icon/0/icon_2608_1588833249/96,,快手,V7.3.30.13664,北京快手科技有限公司,22亿下载,https://imtt.dd.qq.com/16891/apk/CC0BD983EAC2434029770B39CEC2B11A.apk?fsname=com.smile.gifmaker_7.3.30.13664_13664.apk&csr=1bbd,4.8分,
,48.08M,视频,https://pp.myapp.com/ma_icon/0/icon_3040_1588212775/96,,腾讯视频,V8.2.3.20937,腾讯公司,50亿下载,https://imtt.dd.qq.com/16891/apk/809E96D5BB3DFD575FE665D1B8C17BC0.apk?fsname=com.tencent.qqlive_8.2.3.20937_20937.apk&csr=1bbd,3.5分,
,8.08M,视频,https://pp.myapp.com/ma_icon/0/icon_12008827_1585534893/96,,木瓜影视大全,V2.3.9,重庆咖欧信息科技有限公司,413万下载,https://imtt.dd.qq.com/16891/apk/6454D30C5E579F712AC6BD6BB7CEBE75.apk?fsname=com.mugua.mgvideo_2.3.9_79.apk&csr=1bbd,4.1分,
,11.17M,视频,https://pp.myapp.com/ma_icon/0/icon_6502_1555807869/96,,魔力视频播放器-高清万能流媒体,V2.8.19.92,北京魔力时间科技有限公司,187万下载,https://imtt.dd.qq.com/16891/apk/30C4D530B49F87DAD4151A7CB6E7A17B.apk?fsname=com.moliplayer.android_2.8.19.92_92.apk&csr=1bbd,4.4分,
,30.72M,阅读,https://pp.myapp.com/ma_icon/0/icon_52432157_1587901550/96,,想看,V4.9.46,美卓软件设计（北京）有限公司,1386万下载,https://imtt.dd.qq.com/16891/apk/FB52CBB4EAC696BD24B26210172F2766.apk?fsname=com.xiangkan.android_4.9.46_40946.apk&csr=1bbd,4.5分,
,56.57M,视频,https://pp.myapp.com/ma_icon/0/icon_12274591_1589009346/96,,蜜桃直播,V4.6.1,广州市九浚信息技术有限公司,1038万下载,https://imtt.dd.qq.com/16891/apk/5179F8ED853DCAFFDB3B316C9724D801.apk?fsname=com.jj.shows_4.6.1_189.apk&csr=1bbd,4.9分,
,67.96M,视频,https://pp.myapp.com/ma_icon/0/icon_11215746_1587977861/96,,A8体育直播,V4.26.2,深圳行云跃动网络科技有限公司,261万下载,https://imtt.dd.qq.com/16891/apk/41562A119BE47C8DC22AB632AA821B50.apk?fsname=org.fungo.a8sport_4.26.2_302670.apk&csr=1bbd,4.8分,
,47.26M,视频,https://pp.myapp.com/ma_icon/0/icon_116334_1588040279/96,,1905电影网,V6.1.17,一九零五（北京）网络科技有限公司,1170万下载,https://imtt.dd.qq.com/16891/apk/814DB3B08DB823E175E01A91C3414FCD.apk?fsname=com.m1905.mobilefree_6.1.17_129.apk&csr=1bbd,3.1分,
,75.45M,视频,https://pp.myapp.com/ma_icon/0/icon_11251220_1555776279/96,,3D播播VR,V6.6.5,上海乐欢软件有限公司,477万下载,https://imtt.dd.qq.com/16891/apk/7D81BFFDA44CCFF7A51C54D5F6B0FA5A.apk?fsname=com.bobo.splayer_6.6.5_350.apk&csr=1bbd,4.5分,
,11.52M,视频,https://pp.myapp.com/ma_icon/0/icon_12215536_1585214837/96,,影视大全,V3.7.2,重庆椰视网络科技有限公司,344万下载,https://imtt.dd.qq.com/16891/apk/9F39BB2A05CA82F4AD0197CCF21BEF9A.apk?fsname=com.doudou.ysvideo_3.7.2_90.apk&csr=1bbd,4.5分,
,63.56M,视频,https://pp.myapp.com/ma_icon/0/icon_42265686_1588737035/96,,企鹅体育,V6.7.9,武汉鲨鱼网络直播技术有限公司,392万下载,https://imtt.dd.qq.com/16891/apk/213E0F9853998248B0B11462051A56B4.apk?fsname=com.tencent.tv.qie_6.7.9_10060079.apk&csr=1bbd,4.9分,
,59.65M,视频,https://pp.myapp.com/ma_icon/0/icon_10197845_1587612453/96,,石榴直播,V6.5.5,北京六间房科技有限公司,498万下载,https://imtt.dd.qq.com/16891/apk/9FCB1C3F068F671BB192C77298FA5254.apk?fsname=cn.v6.sixrooms_6.5.5_141.apk&csr=1bbd,4.5分,
,83.33M,视频,https://pp.myapp.com/ma_icon/0/icon_42321090_1588927067/96,,爱奇艺VR,VCB.05.04.00,北京爱奇艺科技有限公司,533万下载,https://imtt.dd.qq.com/16891/apk/94F6160864284F5A31B951AF7ABDAA3F.apk?fsname=com.iqiyi.ivrcinema.cb_CB.05.04.00_49.apk&csr=1bbd,4.8分,
,61.76M,视频,https://pp.myapp.com/ma_icon/0/icon_42276978_1586771027/96,,花花直播,V7.5.0,杭州电鲸网络科技有限公司,647万下载,https://imtt.dd.qq.com/16891/apk/CF0990371F3C78755DAEBFE451AA1110.apk?fsname=com.nacai.bocai_7.5.0_750.apk&csr=1bbd,4.8分,
,28.86M,视频,https://pp.myapp.com/ma_icon/0/icon_12201969_1576478880/96,,橙子VR,V2.6.6,北京橙子维阿科技有限公司,425万下载,https://imtt.dd.qq.com/16891/apk/918B2B9E132D0E018A579AE352AC880D.apk?fsname=com.chengzivr.android_2.6.6_125.apk&csr=1bbd,4.6分,
,56.98M,视频,https://pp.myapp.com/ma_icon/0/icon_12174958_1587979840/96,,热猫直播,V8.5.4,深圳市知行远播科技有限公司,322万下载,https://imtt.dd.qq.com/16891/apk/2D21D384129D60BF07D1F5CC7660D885.apk?fsname=qsbk.app.remix_8.5.4_665.apk&csr=1bbd,5分,
,100.29M,视频,https://pp.myapp.com/ma_icon/0/icon_11178906_1588387232/96,,掌通家园,V6.25.1,厦门神州鹰软件科技有限公司,2281万下载,https://imtt.dd.qq.com/16891/apk/890F197B989BBCFBB32311E444DFDBAB.apk?fsname=com.seebaby_6.25.1_481.apk&csr=1bbd,3.6分,
,75.27M,视频,https://pp.myapp.com/ma_icon/0/icon_11363643_1586940692/96,,战旗直播,V3.4.6,杭州战旗网络科技有限公司,1055万下载,https://imtt.dd.qq.com/16891/apk/CE6B8E5D2535FDEE06557376EEC5ED72.apk?fsname=com.gameabc.zhanqiAndroid_3.4.6_200.apk&csr=1bbd,3.7分,
,12.43M,视频,https://pp.myapp.com/ma_icon/0/icon_12135100_1587549901/96,,西瓜影音播放器,V1.0.4,深圳乡里云网络科技有限公司,313万下载,https://imtt.dd.qq.com/16891/apk/93AFD2ADCB751815A1ED4A3EE686967C.apk?fsname=com.xiangliyun.youxiu.xgyybfq_1.0.4_104.apk&csr=1bbd,4.8分,
,28.01M,视频,https://pp.myapp.com/ma_icon/0/icon_22373_1586412611/96,,爱奇艺视频HD,V7.9,北京爱奇艺科技有限公司,2037万下载,https://imtt.dd.qq.com/16891/apk/879A62CFB2E89658176C2BBB1AE7457C.apk?fsname=com.qiyi.video.pad_7.9_80820.apk&csr=1bbd,3.2分,
,42.86M,视频,https://pp.myapp.com/ma_icon/0/icon_42304835_1588846848/96,,视频剪辑大师,V2.5.6,广州飞磨科技有限公司,883万下载,https://imtt.dd.qq.com/16891/apk/820CE46D08BE2D39954C6DA934798F27.apk?fsname=com.ifeimo.videoeditor_2.5.6_20200507.apk&csr=1bbd,4.2分,
,0M,,,,,V,,0下载,,0分,
,76.59M,视频,https://pp.myapp.com/ma_icon/0/icon_42240446_1585216303/96,,小米直播,V5.13.25,北京瓦力网络科技有限公司,4400万下载,https://imtt.dd.qq.com/16891/apk/AD4BD0918C4FF2A262ABCBF6098C7C8E.apk?fsname=com.wali.live_5.13.25_5130025.apk&csr=1bbd,4.1分,
,11.54M,新闻,https://pp.myapp.com/ma_icon/0/icon_10100117_1585642786/96,,环球新军事,V2.5.1,山西成宁科技有限公司,135万下载,https://imtt.dd.qq.com/16891/apk/DC5EC2767F7D0AB33E06DC1DAE43924D.apk?fsname=com.shenyuan.militarynews_2.5.1_82.apk&csr=1bbd,4.9分,
,12.46M,视频,https://pp.myapp.com/ma_icon/0/icon_12026581_1571411623/96,,万能视频播放器,V9.10.18,深圳市鸿诺骄科技有限公司,219万下载,https://imtt.dd.qq.com/16891/apk/E59289C8C6F2224C506B662939C52241.apk?fsname=wnspbfq.app.ggplayer_9.10.18_910181.apk&csr=1bbd,4.8分,
,16.81M,视频,https://pp.myapp.com/ma_icon/0/icon_52538759_1588758281/96,,悦头条,V5.6.4,广州幂动科技有限公司,578万下载,https://imtt.dd.qq.com/16891/apk/14D08700F2E41EBD7BB1740C3AEB528E.apk?fsname=com.expflow.reading_5.6.4_217.apk&csr=1bbd,4.8分,
,23.59M,新闻,https://pp.myapp.com/ma_icon/0/icon_42240436_1586080958/96,,河南日报,V2.3.9,河南日报报业集团有限公司,234万下载,https://imtt.dd.qq.com/16891/apk/5528537948780B607CAC575E4CD48089.apk?fsname=com.hnzx.hnrb_2.3.9_239.apk&csr=1bbd,4.8分,
,8.68M,新闻,https://pp.myapp.com/ma_icon/0/icon_42251253_1575618250/96,,UC头条,V4.0.0.400,广州市动景计算机科技有限公司,396万下载,https://imtt.dd.qq.com/16891/apk/522F8AFEE141D5302EDEBEF70092A610.apk?fsname=com.uc.infoflow_4.0.0.400_290.apk&csr=1bbd,4.3分,
,69.15M,新闻,https://pp.myapp.com/ma_icon/0/icon_42369004_1588212609/96,,二三里,V6.5.1,西安二三里网络科技有限公司,295万下载,https://imtt.dd.qq.com/16891/apk/2389CD9B2ACFAF1628CD98F282D8AE8F.apk?fsname=com.hw.okm_6.5.1_60501.apk&csr=1bbd,4.6分,
,21.34M,新闻,https://pp.myapp.com/ma_icon/0/icon_42300956_1585898738/96,,央视财经,V2.0.10,中央电视台,74万下载,https://imtt.dd.qq.com/16891/apk/D49126CF06E45C6C9F0468316E3674A5.apk?fsname=com.cctv.caijing_V2.0.10_2020040310.apk&csr=1bbd,4.7分,
,16.34M,新闻,https://pp.myapp.com/ma_icon/0/icon_1296510_1587802052/96,,36氪,V8.7.9,北京多氪信息技术有限公司,242万下载,https://imtt.dd.qq.com/16891/apk/8854CEC0ED44E5C181B59E0D567BCF52.apk?fsname=com.android36kr.app_8.7.9_20042415.apk&csr=1bbd,4.7分,
,42.21M,新闻,https://pp.myapp.com/ma_icon/0/icon_85085_1588208442/96,,光明日报,V9.0.5,光明日报社,104万下载,https://imtt.dd.qq.com/16891/apk/01DB842C2447481C2614FD0BA61D84BB.apk?fsname=cn.gmw.cloud_9.0.5_9005.apk&csr=1bbd,5分,
,19.48M,新闻,https://pp.myapp.com/ma_icon/0/icon_52454780_1586410402/96,,灯塔党建在线,V2.0.3016,山东省委组织部,653万下载,https://imtt.dd.qq.com/16891/apk/377FEAA72DDCFD8B014916E48371E158.apk?fsname=com.fosung.lighthouse_v2.0.3016_3016.apk&csr=1bbd,4.6分,
,18.49M,新闻,https://pp.myapp.com/ma_icon/0/icon_52483593_1586232434/96,,ChinaRadio官方版,V3.6.3.2002,中国国际广播电台,226万下载,https://imtt.dd.qq.com/16891/apk/CA16DAF687F3E2C41A721CFB7226B6A6.apk?fsname=cn.cri.chinaradio_3.6.3.2002_11736.apk&csr=1bbd,4.9分,
,79.05M,新闻,https://pp.myapp.com/ma_icon/0/icon_10666827_1587456528/96,,海报新闻,V6.5.1,山东省互联网传媒集团股份有限公司,413万下载,https://imtt.dd.qq.com/16891/apk/44A9EF9157BA3CA2960D3EF9B2505A2A.apk?fsname=com.dzwww.sd.android_6.5.1_6510.apk&csr=1bbd,4.8分,
,35.24M,新闻,https://pp.myapp.com/ma_icon/0/icon_12241497_1588665594/96,,闪电新闻,V3.4.1,山东广电新媒体有限责任公司,639万下载,https://imtt.dd.qq.com/16891/apk/9872FB48EDA8F2F8962F7DABC674D029.apk?fsname=com.iqilu.ksd_3.4.1_82.apk&csr=1bbd,5分,
,33.09M,教育,https://pp.myapp.com/ma_icon/0/icon_10280003_1588144088/96,,扇贝阅读,V4.2.8802,南京贝湾信息科技有限公司,188万下载,https://imtt.dd.qq.com/16891/apk/91F74F1F071C5CBAB2724A62816F7E8F.apk?fsname=com.shanbay.news_4.2.8802_428802.apk&csr=1bbd,4.8分,
,0M,,,,,V,,0下载,,0分,
,45.13M,新闻,https://pp.myapp.com/ma_icon/0/icon_10471168_1588131824/96,,红星新闻,V6.9,一想网络科技（成都）股份有限公司,180万下载,https://imtt.dd.qq.com/16891/apk/6CED980B6F05E31097B6924DE8802E89.apk?fsname=com.cdsb.newsreader_V6.9_2020042801.apk&csr=1bbd,4.9分,
,81.52M,新闻,https://pp.myapp.com/ma_icon/0/icon_4848_1588939439/96,,太平洋汽车网,V5.18.0,广东太平洋互联网信息服务有限公司,191万下载,https://imtt.dd.qq.com/16891/apk/4B3040D64F9A5EF5E29655D171223E89.apk?fsname=cn.com.pcauto.android.browser_5.18.0_518000.apk&csr=1bbd,4.6分,
,18.69M,新闻,https://pp.myapp.com/ma_icon/0/icon_10921378_1582790421/96,,米尔军事,V2.7.9,北京文景科技有限公司,478万下载,https://imtt.dd.qq.com/16891/apk/4C7A5CF5ED0228397161BAE744C1DE3E.apk?fsname=com.miercnnew.app_2.7.9_20200201.apk&csr=1bbd,4.6分,
,75.9M,新闻,https://pp.myapp.com/ma_icon/0/icon_10947540_1587610454/96,,金十数据,V4.5.0,广州金十信息科技有限公司,570万下载,https://imtt.dd.qq.com/16891/apk/18158BCD2C5E1FACA7A4F56EA06010E5.apk?fsname=com.jin10_4.5.0_255.apk&csr=1bbd,4.5分,
,58.87M,新闻,https://pp.myapp.com/ma_icon/0/icon_10634236_1587890892/96,,新华社,V7.0.7,浙江新华移动传媒股份有限公司,1093万下载,https://imtt.dd.qq.com/16891/apk/5C6862BA1E19F77EEE031FF05B0E2FA6.apk?fsname=net.xinhuamm.mainclient_7.0.7_707.apk&csr=1bbd,4.8分,
,14.58M,新闻,https://pp.myapp.com/ma_icon/0/icon_4437_1588082398/96,,中国日报,V7.4.6,北京英信联信息咨询公司,534万下载,https://imtt.dd.qq.com/16891/apk/A9FF7092809A850EFD175A0E886D823C.apk?fsname=com.theotino.chinadaily_7.4.6_6000027.apk&csr=1bbd,5分,
,43.46M,新闻,https://pp.myapp.com/ma_icon/0/icon_11813633_1587458046/96,,看看新闻,V6.0.2,看东方（上海）传媒有限公司,332万下载,https://imtt.dd.qq.com/16891/apk/1E21EB5A5BD8C7DC432460D130E137BF.apk?fsname=com.kankanews.kankanxinwen_6.0.2_83.apk&csr=1bbd,4.7分,
,9.54M,新闻,https://pp.myapp.com/ma_icon/0/icon_12111830_1588213832/96,,军事头条,V2.3.5,北京铁血科技股份公司,474万下载,https://imtt.dd.qq.com/16891/apk/0B2C00ACE5BF3F55F949EC961E0C622F.apk?fsname=com.tiexue.mobile.topnews_2.3.5_2305.apk&csr=1bbd,4.9分,
,19.07M,新闻,https://pp.myapp.com/ma_icon/0/icon_1020089_1588945639/96,,冲浪导航,V6.11.2.6,中国移动通信集团江苏有限公司,886万下载,https://imtt.dd.qq.com/16891/apk/BF1261318F7B68D37CF7EC9650C3C20E.apk?fsname=com.cplatform.surfdesktop_6.11.2.6_256.apk&csr=1bbd,4.6分,
,36.64M,新闻,https://pp.myapp.com/ma_icon/0/icon_42277242_1587464519/96,,今日十大新闻,V2.8.0.8000,北京搜狗科技发展有限公司,942万下载,https://imtt.dd.qq.com/16891/apk/0D4470554DC3945496D762D76FBFF660.apk?fsname=com.sogou.toptennews_2.8.0.8000_8000.apk&csr=1bbd,4.6分,
,19.92M,新闻,https://pp.myapp.com/ma_icon/0/icon_12126135_1587130402/96,,经济日报,V6.1.5,经济日报社,884万下载,https://imtt.dd.qq.com/16891/apk/4BD0A65E934BA895E518E666EAD2E1A9.apk?fsname=com.tianwen.jjrb_6.1.5_615.apk&csr=1bbd,5分,
,0M,,,,,V,,0下载,,0分,
,32.64M,新闻,https://pp.myapp.com/ma_icon/0/icon_11829495_1558681488/96,,中国网,V1.11.9,中国互联网新闻中心,375万下载,https://imtt.dd.qq.com/16891/apk/CAD52AF62595D7D410C2D37494A2F799.apk?fsname=com.witmob.newsdigest_1.11.9_1679.apk&csr=1bbd,5分,
,29.94M,新闻,https://pp.myapp.com/ma_icon/0/icon_10612299_1587720511/96,,浙江新闻,V6.2.6,浙江日报报业集团,272万下载,https://imtt.dd.qq.com/16891/apk/5ED195752CD98F9F1F670846E7E1A9EE.apk?fsname=com.zhejiangdaily_6.2.6_60206.apk&csr=1bbd,4.9分,
,37.89M,新闻,https://pp.myapp.com/ma_icon/0/icon_42305852_1587352134/96,,时代财经,V3.1.2,广东时代传媒有限公司,394万下载,https://imtt.dd.qq.com/16891/apk/1BB66228D91CC6F06088A491C99835DE.apk?fsname=com.timeweekly.timefinance_3.1.2_104.apk&csr=1bbd,4.9分,
,57.48M,新闻,https://pp.myapp.com/ma_icon/0/icon_12201303_1589010727/96,,得物(毒),V4.38.1,上海识装贸易有限公司,1578万下载,https://imtt.dd.qq.com/16891/apk/374D85AC22DAB468AF791864D931D8FB.apk?fsname=com.shizhuang.duapp_4.38.1_213.apk&csr=1bbd,3.8分,
,0M,,,,,V,,0下载,,0分,
,76.47M,新闻,https://pp.myapp.com/ma_icon/0/icon_11633639_1581660826/96,,时刻新闻,V8.3,湖南红网新闻网络传播有限责任公司,444万下载,https://imtt.dd.qq.com/16891/apk/05CA4177469708E5E8EF8A6903933B17.apk?fsname=com.rednet.moment_8.3_19122301.apk&csr=1bbd,5分,
,32.97M,新闻,https://pp.myapp.com/ma_icon/0/icon_10289040_1587347549/96,,中国新闻网,V6.7.3,北京中新网信息科技有限公司,756万下载,https://imtt.dd.qq.com/16891/apk/C37080B745F16F084FC206BBC5A808F1.apk?fsname=com.cns.mc.activity_6.7.3_6703.apk&csr=1bbd,4.8分,
,10.29M,新闻,https://pp.myapp.com/ma_icon/0/icon_11843456_1585815228/96,,捷报比分,V5.40,肇庆市智云体育信息科技有限公司,276万下载,https://imtt.dd.qq.com/16891/apk/A7A17CB081028044D995E8465CA8D23B.apk?fsname=com.nowscore_5.40_447.apk&csr=1bbd,5分,
,30.57M,新闻,https://pp.myapp.com/ma_icon/0/icon_136237_1588940335/96,,人民日报,V7.1.7.1,人民网股份有限公司,1377万下载,https://imtt.dd.qq.com/16891/apk/D04859FD941852EE623BC561C5DEBCEC.apk?fsname=com.peopledailychina.activity_7.1.7.1_1045.apk&csr=1bbd,4.4分,
,13.28M,新闻,https://pp.myapp.com/ma_icon/0/icon_12218691_1585912077/96,,唔哩头条,V7.0.8,上海采拾信息科技有限公司,90万下载,https://imtt.dd.qq.com/16891/apk/D9003F90FE26D27C449F2CB90325D880.apk?fsname=com.caishi.cronus_7.0.8_106.apk&csr=1bbd,4.8分,
,30.68M,新闻,https://pp.myapp.com/ma_icon/0/icon_47659_1586532635/96,,钛媒体,V9.3.7,北京灵动新程信息科技有限公司,129万下载,https://imtt.dd.qq.com/16891/apk/6EC49B4813C4B581602238976F47C60C.apk?fsname=com.businessvalue.android.app_9.3.7_20200410.apk&csr=1bbd,5分,
,15.53M,新闻,https://pp.myapp.com/ma_icon/0/icon_12265220_1576573636/96,,全网球,V2.9.24,上海钛霓思文化传播有限公司,67万下载,https://imtt.dd.qq.com/16891/apk/0258DFF27B6AC39FD0B8C4C3E1B90263.apk?fsname=cn.qiang7.user_2.9.24_206108.apk&csr=1bbd,5分,
,44.18M,新闻,https://pp.myapp.com/ma_icon/0/icon_12129457_1588846053/96,,微博极速版,V10.4.3,北京微梦创科网络技术有限公司,2604万下载,https://imtt.dd.qq.com/16891/apk/BDA6C05F4037CB7A926F31CC08361C6F.apk?fsname=com.sina.weibolite_10.4.3_4128.apk&csr=1bbd,3.8分,
,18.23M,新闻,https://pp.myapp.com/ma_icon/0/icon_5613_1588752438/96,,腾讯新闻-事实派，真实客观的精品资讯,V6.1.10,腾讯公司,30亿下载,https://imtt.dd.qq.com/16891/apk/0BAE75693D60A2867393A2C2B5C31873.apk?fsname=com.tencent.news_6.1.10_6110.apk&csr=1bbd,4.3分,
,72.06M,新闻,https://pp.myapp.com/ma_icon/0/icon_9926_1588143998/96,,新浪微博,V10.4.3,北京微梦创科网络技术有限公司,25亿下载,https://imtt.dd.qq.com/16891/apk/C93D22435CFE3DDFF036DD1B95050D54.apk?fsname=com.sina.weibo_10.4.3_4415.apk&csr=1bbd,4.5分,
,0M,,,,,V,,0下载,,0分,
,14.93M,新闻,https://pp.myapp.com/ma_icon/0/icon_1109210_1588926266/96,,彭博商业周刊,V5.3.1,广州现代移动数码传播有限公司,52万下载,https://imtt.dd.qq.com/16891/apk/24BEAFB60ECA79E7555987E079ADC2AC.apk?fsname=cn.com.modernmedia.businessweek_5.3.1_113.apk&csr=1bbd,4.3分,
,13.18M,新闻,https://pp.myapp.com/ma_icon/0/icon_52853484_1555801003/96,,透点新闻,V1.0,贵阳卓链科技有限公司,658万下载,https://imtt.dd.qq.com/16891/apk/306038C300C837E1C51A518C729F7812.apk?fsname=com.toudiannews.android_1.0_1.apk&csr=1bbd,5分,
,65.6M,新闻,https://pp.myapp.com/ma_icon/0/icon_42241082_1587117276/96,,掌上长沙,V4.1.5,长沙晚报报业集团,212万下载,https://imtt.dd.qq.com/16891/apk/055B2C4D6CDCB3FA93529BC9668C8CB7.apk?fsname=com.icswb.ChangshaInHand_4.1.5_415.apk&csr=1bbd,2.7分,
,26.28M,新闻,https://pp.myapp.com/ma_icon/0/icon_42305819_1566299764/96,,法制与新闻客户端,V1.8.1,新汇闻（北京）文化传播有限公司,106万下载,https://imtt.dd.qq.com/16891/apk/61E25E9512FC33E0458C812DA855D66D.apk?fsname=com.hkzr.vrnew_1.8.1_49.apk&csr=1bbd,4.2分,
,12.21M,新闻,https://pp.myapp.com/ma_icon/0/icon_52737270_1577773073/96,,韭黄,V1.3.0,厦门韭黄科技有限公司,3006万下载,https://imtt.dd.qq.com/16891/apk/557A14DCCEDF8E777C337EC6AC88B7FC.apk?fsname=com.jiuhuang.news_1.3.0_130.apk&csr=1bbd,5分,
,52.8M,新闻,https://pp.myapp.com/ma_icon/0/icon_52463591_1587982993/96,,芒果云,V4.0.3,湖南广播电视台,206万下载,https://imtt.dd.qq.com/16891/apk/2FF2B35B49907592EC1BA53866953D9E.apk?fsname=com.mango.hnxwlb_4.0.3_23.apk&csr=1bbd,5分,
,19.56M,新闻,https://pp.myapp.com/ma_icon/0/icon_10506122_1528882626/96,,听闻,V8.2,厦门听闻网络有限公司,79万下载,https://imtt.dd.qq.com/16891/apk/C9844BEF58265289BD1E0A45C0C3C947.apk?fsname=com.tingwen_8.2_75.apk&csr=1bbd,4.8分,
,0M,,,,,V,,0下载,,0分,
,21.59M,新闻,https://pp.myapp.com/ma_icon/0/icon_52490256_1582165297/96,,星辰头条,V2.2.3,湖南星辰在线新媒体有限公司,73万下载,https://imtt.dd.qq.com/16891/apk/4AB8BE488379F7151EFBCA32437890EA.apk?fsname=cn.changsha.xczxapp_2.2.3_41.apk&csr=1bbd,5分,
